Tipo de movimiento;Fecha evento;Municipio;Latitud (°);Longitud (°);Fuente
Deslizamiento;4/09/2008;YACOPÍ;5.453619;-74.347949;Catalogo SIMMA
Deslizamiento;28/08/2008;FUSAGASUGÁ;4.34444;-74.370371;Catalogo SIMMA
Deslizamiento;24/07/2008;LA CALERA;4.72636;-73.970585;Catalogo SIMMA
Deslizamiento;29/06/2008;QUETAME;4.332672;-73.865295;Catalogo SIMMA
Deslizamiento;28/06/2008;ZIPAQUIRÁ;5.015226;-73.996075;Catalogo SIMMA
Deslizamiento;28/06/2008;ZIPAQUIRÁ;5.024006;-73.996074;Catalogo SIMMA
Deslizamiento;27/06/2008;GUAYABETAL;4.216753;-73.823653;Catalogo SIMMA
Deslizamiento;26/06/2008;SOACHA;4.574573;-74.221577;Catalogo SIMMA
Deslizamiento;11/06/2008;TOPAIPÍ;5.331565;-74.31339;Catalogo SIMMA
Deslizamiento;7/06/2008;GUAYABETAL;4.241358;-73.824258;Catalogo SIMMA
Deslizamiento;1/06/2008;QUETAME;4.326661;-73.864174;Catalogo SIMMA
Deslizamiento;31/05/2008;CÁQUEZA;4.42302;-73.976794;Catalogo SIMMA
Deslizamiento;28/05/2008;QUETAME;4.328163;-73.862302;Catalogo SIMMA
Deslizamiento;25/05/2008;CHÍA;4.866309;-74.054883;Catalogo SIMMA
Deslizamiento;25/05/2008;CHÍA;4.866724;-74.052816;Catalogo SIMMA
Deslizamiento;25/05/2008;EL COLEGIO;4.597779;-74.429461;Catalogo SIMMA
Deslizamiento;25/05/2008;EL COLEGIO;4.585486;-74.432461;Catalogo SIMMA
Deslizamiento;24/05/2008;CÁQUEZA;4.418963;-73.965776;Catalogo SIMMA
Deslizamiento;24/05/2008;PACHO;5.128804;-74.165679;Catalogo SIMMA
Deslizamiento;24/05/2008;TOPAIPÍ;5.345077;-74.30194;Catalogo SIMMA
Deslizamiento;24/05/2008;TOPAIPÍ;5.332923;-74.294524;Catalogo SIMMA
Deslizamiento;9/05/2008;ARBELÁEZ;4.277089;-74.417998;Catalogo SIMMA
Deslizamiento;9/05/2008;ARBELÁEZ;4.275668;-74.416935;Catalogo SIMMA
Deslizamiento;6/03/2008;MADRID;4.735023;-74.267174;Catalogo SIMMA
Deslizamiento;23/02/2008;VIOTÁ;4.440668;-74.524817;Catalogo SIMMA
Deslizamiento;23/02/2008;VIOTÁ;4.441345;-74.522799;Catalogo SIMMA
Deslizamiento;9/02/2008;LA PALMA;5.357113;-74.396247;Catalogo SIMMA
Deslizamiento;11/12/2007;EL COLEGIO;4.581597;-74.446603;Catalogo SIMMA
Deslizamiento;11/12/2007;EL COLEGIO;4.567222;-74.433333;Catalogo SIMMA
Deslizamiento;27/11/2007;GUAYABETAL;4.199878;-73.746586;Catalogo SIMMA
Flujo;27/11/2007;GUAYABETAL;4.247787;-73.840785;Catalogo SIMMA
Deslizamiento;27/11/2007;GUAYABETAL;4.247787;-73.840785;Catalogo SIMMA
Deslizamiento;27/11/2007;GUAYABETAL;4.247787;-73.840785;Catalogo SIMMA
Deslizamiento;27/11/2007;GUAYABETAL;4.215542;-73.765494;Catalogo SIMMA
Caida;24/10/2007;CAPARRAPÍ;5.465021;-74.487418;Catalogo SIMMA
Deslizamiento;27/08/2007;UBAQUE;4.484167;-73.933611;Catalogo SIMMA
Deslizamiento;27/08/2007;UBAQUE;4.479848;-73.935709;Catalogo SIMMA
Deslizamiento;18/05/2007;SOACHA;4.569845;-74.219557;Catalogo SIMMA
Deslizamiento;29/04/2007;GACHALÁ;4.686963;-73.520429;Catalogo SIMMA
Deslizamiento;29/04/2007;GIRARDOT;4.314582;-74.800868;Catalogo SIMMA
Deslizamiento;29/04/2007;GACHALÁ;4.699195;-73.519549;Catalogo SIMMA
Deslizamiento;18/04/2007;GIRARDOT;4.303889;-74.809167;Catalogo SIMMA
Deslizamiento;18/04/2007;CAPARRAPÍ;5.346788;-74.475034;Catalogo SIMMA
Deslizamiento;18/04/2007;CAPARRAPÍ;5.349173;-74.49551;Catalogo SIMMA
Deslizamiento;26/03/2007;CAPARRAPÍ;5.351306;-74.49498;Catalogo SIMMA
Deslizamiento;26/03/2007;CAPARRAPÍ;5.36091;-74.480095;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.328622;-74.055194;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.327428;-74.015075;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.336764;-74.073503;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.350968;-74.081418;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.277336;-74.062294;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.372172;-74.089399;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.349197;-74.022442;Catalogo SIMMA
Deslizamiento;2/02/2007;SAN CAYETANO;5.303692;-74.015408;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.305542;-74.017967;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.248133;-74.067833;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.278344;-74.022475;Catalogo SIMMA
Caida;2/02/2007;SAN CAYETANO;5.313628;-74.038944;Catalogo SIMMA
Flujo;1/02/2007;SAN CAYETANO;5.274508;-74.018889;Catalogo SIMMA
Flujo;1/02/2007;SAN CAYETANO;5.292256;-74.070619;Catalogo SIMMA
Deslizamiento;12/12/2006;VILLETA;5.013502;-74.478949;Catalogo SIMMA
Deslizamiento;12/12/2006;VILLETA;5.01148;-74.472213;Catalogo SIMMA
Caida;20/11/2006;MEDINA;4.51535;-73.354595;Catalogo SIMMA
Deslizamiento;16/11/2006;FOSCA;4.338288;-73.942776;Catalogo SIMMA
Caida;9/11/2006;SUBACHOQUE;4.931702;-74.175413;Catalogo SIMMA
Deslizamiento;23/10/2006;FOSCA;4.337413;-73.936683;Catalogo SIMMA
Deslizamiento;2/10/2006;MANTA;5.011117;-73.543794;Catalogo SIMMA
Deslizamiento;11/06/2006;SOACHA;4.574577;-74.199366;Catalogo SIMMA
Deslizamiento;15/05/2006;SUTATAUSA;5.246615;-73.855201;Catalogo SIMMA
Deslizamiento;15/05/2006;COGUA;5.064319;-73.980493;Catalogo SIMMA
Deslizamiento;15/05/2006;SUTATAUSA;5.252019;-73.85722;Catalogo SIMMA
Deslizamiento;12/05/2006;SOACHA;4.576598;-74.226288;Catalogo SIMMA
Deslizamiento;12/05/2006;CHIPAQUE;4.444474;-74.045351;Catalogo SIMMA
Deslizamiento;12/05/2006;LA MESA;4.630255;-74.458532;Catalogo SIMMA
Deslizamiento;12/05/2006;CHIPAQUE;4.448207;-74.051342;Catalogo SIMMA
Deslizamiento;10/05/2006;PACHO;5.131302;-74.161943;Catalogo SIMMA
Deslizamiento;10/05/2006;YACOPÍ;5.452948;-74.339861;Catalogo SIMMA
Deslizamiento;10/05/2006;CHÍA;4.873774;-74.065425;Catalogo SIMMA
Deslizamiento;10/05/2006;CHÍA;4.867138;-74.05509;Catalogo SIMMA
Deslizamiento;10/05/2006;PACHO;5.135048;-74.161321;Catalogo SIMMA
Deslizamiento;10/05/2006;YACOPÍ;5.459703;-74.337168;Catalogo SIMMA
Deslizamiento;8/05/2006;TOCAIMA;4.465103;-74.633479;Catalogo SIMMA
Deslizamiento;8/05/2006;ZIPAQUIRÁ;5.026708;-73.998094;Catalogo SIMMA
Deslizamiento;8/05/2006;ZIPAQUIRÁ;5.019953;-73.99136;Catalogo SIMMA
Deslizamiento;5/05/2006;SAN ANTONIO DE TEQUENDAMA;4.61808;-74.356874;Catalogo SIMMA
Deslizamiento;5/05/2006;SAN FRANCISCO;4.987969;-74.290853;Catalogo SIMMA
Deslizamiento;5/05/2006;SAN FRANCISCO;4.984631;-74.28952;Catalogo SIMMA
Deslizamiento;5/05/2006;SAN ANTONIO DE TEQUENDAMA;4.616955;-74.352007;Catalogo SIMMA
Deslizamiento;3/05/2006;VILLETA;5.016883;-74.472216;Catalogo SIMMA
Deslizamiento;30/04/2006;YACOPÍ;5.456327;-74.335145;Catalogo SIMMA
Deslizamiento;30/04/2006;YACOPÍ;5.464429;-74.34054;Catalogo SIMMA
Deslizamiento;28/04/2006;QUEBRADANEGRA;5.127099;-74.480808;Catalogo SIMMA
Deslizamiento;21/04/2006;EL COLEGIO;4.583048;-74.44681;Catalogo SIMMA
Deslizamiento;13/04/2006;LA VEGA;4.994486;-74.339202;Catalogo SIMMA
Deslizamiento;28/03/2006;QUETAME;4.329666;-73.863799;Catalogo SIMMA
Deslizamiento;16/03/2006;SAN FRANCISCO;4.997978;-74.315493;Catalogo SIMMA
Deslizamiento;16/03/2006;SAN FRANCISCO;4.979955;-74.293514;Catalogo SIMMA
Deslizamiento;19/01/2006;SAN JUAN DE RIOSECO;4.847747;-74.623617;Catalogo SIMMA
Deslizamiento;19/01/2006;SAN JUAN DE RIOSECO;4.849456;-74.624044;Catalogo SIMMA
Deslizamiento;18/01/2006;MEDINA;4.511413;-73.349376;Catalogo SIMMA
Deslizamiento;18/01/2006;MEDINA;4.512077;-73.35721;Catalogo SIMMA
Caida;11/01/2006;SILVANIA;4.387492;-74.400254;Catalogo SIMMA
Deslizamiento;10/01/2006;QUIPILE;4.744787;-74.53717;Catalogo SIMMA
Deslizamiento;10/01/2006;QUIPILE;4.748167;-74.537546;Catalogo SIMMA
Deslizamiento;11/12/2005;TIBIRITA;5.059163;-73.506193;Catalogo SIMMA
Deslizamiento;11/12/2005;TIBIRITA;5.055112;-73.507544;Catalogo SIMMA
Deslizamiento;15/11/2005;VILLETA;5.011485;-74.464805;Catalogo SIMMA
Caida;2/11/2005;CAPARRAPÍ;5.350242;-74.490991;Catalogo SIMMA
Deslizamiento;1/11/2005;CAPARRAPÍ;5.355312;-74.482219;Catalogo SIMMA
Deslizamiento;1/11/2005;PACHO;5.143165;-74.156964;Catalogo SIMMA
Deslizamiento;31/10/2005;FOSCA;4.352275;-73.985426;Catalogo SIMMA
Deslizamiento;31/10/2005;FOSCA;4.346152;-73.941904;Catalogo SIMMA
Deslizamiento;26/10/2005;PACHO;5.133176;-74.153226;Catalogo SIMMA
Deslizamiento;26/10/2005;PACHO;5.119441;-74.145753;Catalogo SIMMA
Deslizamiento;25/10/2005;PUERTO SALGAR;5.46526;-74.653646;Catalogo SIMMA
Deslizamiento;24/10/2005;ÚTICA;5.212213;-74.487515;Catalogo SIMMA
Deslizamiento;24/10/2005;PACHO;5.103831;-74.160695;Catalogo SIMMA
Deslizamiento;24/10/2005;ÚTICA;5.189256;-74.477396;Catalogo SIMMA
Deslizamiento;24/10/2005;PACHO;5.138796;-74.145132;Catalogo SIMMA
Deslizamiento;13/10/2005;GUADUAS;5.069167;-74.597778;Catalogo SIMMA
Deslizamiento;13/10/2005;GUADUAS;5.074811;-74.60523;Catalogo SIMMA
Caida;6/09/2005;GUAYABETAL;4.223633;-73.818756;Catalogo SIMMA
Deslizamiento;3/09/2005;GUAYABETAL;4.2197;-73.816309;Catalogo SIMMA
Deslizamiento;2/09/2005;GUAYABETAL;4.224616;-73.819245;Catalogo SIMMA
Deslizamiento;29/07/2005;GUAYABETAL;4.225106;-73.815328;Catalogo SIMMA
Deslizamiento;22/07/2005;SOACHA;4.593488;-74.201388;Catalogo SIMMA
Deslizamiento;17/05/2005;CAPARRAPÍ;5.35024;-74.494713;Catalogo SIMMA
Deslizamiento;17/05/2005;CAPARRAPÍ;5.339323;-74.478752;Catalogo SIMMA
Caida;11/05/2005;GUATAVITA;4.938696;-73.83652;Catalogo SIMMA
Caida;11/05/2005;QUEBRADANEGRA;5.123342;-74.482304;Catalogo SIMMA
Caida;29/03/2005;GUTIÉRREZ;4.1557;-73.98644;Catalogo SIMMA
Deslizamiento;27/03/2005;CHAGUANÍ;4.952759;-74.596414;Catalogo SIMMA
Deslizamiento;21/01/2005;SASAIMA;4.965404;-74.434893;Catalogo SIMMA
Deslizamiento;30/11/2004;VILLETA;5.004729;-74.468168;Catalogo SIMMA
Deslizamiento;13/11/2004;PANDI;4.183333;-74.483611;Catalogo SIMMA
Deslizamiento;13/11/2004;PANDI;4.197399;-74.489655;Catalogo SIMMA
Deslizamiento;23/10/2004;YACOPÍ;5.459025;-74.341211;Catalogo SIMMA
Deslizamiento;19/06/2004;QUETAME;4.334174;-73.864546;Catalogo SIMMA
Deslizamiento;19/06/2004;QUETAME;4.323282;-73.867917;Catalogo SIMMA
Deslizamiento;22/05/2004;NOCAIMA;5.071585;-74.37995;Catalogo SIMMA
Deslizamiento;4/05/2004;TOPAIPÍ;5.342379;-74.293853;Catalogo SIMMA
Deslizamiento;4/05/2004;TOPAIPÍ;5.337648;-74.301937;Catalogo SIMMA
Deslizamiento;4/05/2004;VILLAGÓMEZ;5.277839;-74.195308;Catalogo SIMMA
Deslizamiento;4/05/2004;QUEBRADANEGRA;5.119962;-74.480054;Catalogo SIMMA
Deslizamiento;15/04/2004;JUNÍN;4.794477;-73.665945;Catalogo SIMMA
Deslizamiento;14/04/2004;EL COLEGIO;4.590518;-74.437516;Catalogo SIMMA
Deslizamiento;14/04/2004;VILLETA;5.012831;-74.472214;Catalogo SIMMA
Caida;15/10/2003;GACHETÁ;4.819778;-73.632817;Catalogo SIMMA
Deslizamiento;25/07/2003;QUETAME;4.317271;-73.867544;Catalogo SIMMA
Caida;18/05/2003;GACHETÁ;4.823281;-73.644138;Catalogo SIMMA
Deslizamiento;27/04/2003;LA MESA;4.635171;-74.456575;Catalogo SIMMA
Caida;19/02/2003;GUTIÉRREZ;4.159382;-73.98499;Catalogo SIMMA
Deslizamiento;8/07/2002;CHOCONTÁ;5.154609;-73.686691;Catalogo SIMMA
Deslizamiento;17/06/2002;UBAQUE;4.488629;-73.937726;Catalogo SIMMA
Deslizamiento;17/06/2002;UBAQUE;4.487953;-73.937726;Catalogo SIMMA
Deslizamiento;4/06/2002;SOACHA;4.586732;-74.212156;Catalogo SIMMA
Deslizamiento;31/05/2002;UBATÉ;5.313643;-73.817345;Catalogo SIMMA
Deslizamiento;31/05/2002;SOACHA;4.577951;-74.216866;Catalogo SIMMA
Deslizamiento;18/05/2002;MEDINA;4.514038;-73.352638;Catalogo SIMMA
Deslizamiento;25/04/2002;GUAYABETAL;4.227567;-73.826098;Catalogo SIMMA
Deslizamiento;28/01/2002;GUACHETÁ;5.388901;-73.673012;Catalogo SIMMA
Deslizamiento;2/12/2001;SILVANIA;4.395596;-74.401603;Catalogo SIMMA
Deslizamiento;5/11/2001;VILLETA;5.01351;-74.466826;Catalogo SIMMA
Deslizamiento;2/11/2001;VILLETA;5.014186;-74.464806;Catalogo SIMMA
Deslizamiento;1/08/2001;GUAYABETAL;4.224124;-73.818266;Catalogo SIMMA
Deslizamiento;25/07/2001;MACHETÁ;5.084533;-73.610113;Catalogo SIMMA
Caida;30/06/2001;MEDINA;4.507484;-73.351991;Catalogo SIMMA
Deslizamiento;20/02/2001;VIOTÁ;4.441347;-74.519434;Catalogo SIMMA
Deslizamiento;8/01/2001;VILLETA;5.049312;-74.456745;Catalogo SIMMA
Deslizamiento;26/06/2000;SIMIJACA;5.496523;-73.846385;Catalogo SIMMA
Deslizamiento;23/06/2000;CAPARRAPÍ;5.348375;-74.493648;Catalogo SIMMA
Deslizamiento;23/06/2000;CAPARRAPÍ;5.334521;-74.484864;Catalogo SIMMA
Deslizamiento;9/06/2000;SOACHA;4.579978;-74.208117;Catalogo SIMMA
Deslizamiento;24/05/2000;GUTIÉRREZ;4.258576;-74.006465;Catalogo SIMMA
Deslizamiento;6/01/2000;SOACHA;4.579977;-74.216866;Catalogo SIMMA
Deslizamiento;2/01/2000;VILLETA;5.010798;-74.483661;Catalogo SIMMA
Deslizamiento;22/12/1999;VILLETA;5.001346;-74.477594;Catalogo SIMMA
Deslizamiento;15/11/1999;PUERTO SALGAR;5.46864;-74.653649;Catalogo SIMMA
Caida;11/11/1999;UBALÁ;4.747744;-73.532716;Catalogo SIMMA
Deslizamiento;1/11/1999;PANDI;4.193643;-74.488156;Catalogo SIMMA
Deslizamiento;1/11/1999;LA PEÑA;5.207639;-74.397579;Catalogo SIMMA
Deslizamiento;1/11/1999;SIBATÉ;4.489793;-74.261916;Catalogo SIMMA
Deslizamiento;28/10/1999;SAN CAYETANO;5.30593;-74.069695;Catalogo SIMMA
Deslizamiento;28/10/1999;LA VEGA;5.001695;-74.337898;Catalogo SIMMA
Deslizamiento;11/10/1999;CÁQUEZA;4.406796;-73.951088;Catalogo SIMMA
Deslizamiento;11/10/1999;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;11/10/1999;CÁQUEZA;4.403056;-73.933889;Catalogo SIMMA
Deslizamiento;9/10/1999;QUETAME;4.331168;-73.860056;Catalogo SIMMA
Deslizamiento;26/08/1999;CÁQUEZA;4.407165;-73.951823;Catalogo SIMMA
Deslizamiento;28/06/1999;CÁQUEZA;4.404584;-73.949987;Catalogo SIMMA
Deslizamiento;28/06/1999;GUAYABETAL;4.220193;-73.822184;Catalogo SIMMA
Deslizamiento;13/05/1999;PAIME;5.374847;-74.154832;Catalogo SIMMA
Deslizamiento;13/05/1999;PAIME;5.375222;-74.156706;Catalogo SIMMA
Deslizamiento;13/05/1999;VILLAGÓMEZ;5.273111;-74.198676;Catalogo SIMMA
Deslizamiento;12/05/1999;SAN CAYETANO;5.307808;-74.073817;Catalogo SIMMA
Deslizamiento;10/05/1999;PACHO;5.138793;-74.168171;Catalogo SIMMA
Deslizamiento;11/04/1999;QUIPILE;4.747791;-74.538295;Catalogo SIMMA
Deslizamiento;10/04/1999;QUIPILE;4.747794;-74.533427;Catalogo SIMMA
Deslizamiento;10/04/1999;VIANÍ;4.878587;-74.563417;Catalogo SIMMA
Deslizamiento;10/04/1999;APULO;4.524064;-74.595731;Catalogo SIMMA
Deslizamiento;10/04/1999;VIANÍ;4.877912;-74.563416;Catalogo SIMMA
Deslizamiento;21/03/1999;EL PEÑÓN;5.24981;-74.294184;Catalogo SIMMA
Deslizamiento;20/03/1999;COGUA;5.065563;-73.979873;Catalogo SIMMA
Deslizamiento;19/03/1999;SAN CAYETANO;5.302925;-74.071568;Catalogo SIMMA
Deslizamiento;15/03/1999;SILVANIA;4.390192;-74.404292;Catalogo SIMMA
Deslizamiento;14/03/1999;SAN FRANCISCO;4.970608;-74.287518;Catalogo SIMMA
Deslizamiento;12/03/1999;LA PALMA;5.362358;-74.392763;Catalogo SIMMA
Deslizamiento;11/03/1999;CAPARRAPÍ;5.335582;-74.493108;Catalogo SIMMA
Deslizamiento;11/03/1999;VERGARA;5.120506;-74.34951;Catalogo SIMMA
Deslizamiento;26/02/1999;PACHO;5.174382;-74.146381;Catalogo SIMMA
Deslizamiento;26/02/1999;PACHO;5.136921;-74.156963;Catalogo SIMMA
Caida;22/02/1999;ÚTICA;5.195333;-74.47942;Catalogo SIMMA
Deslizamiento;22/02/1999;QUIPILE;4.745539;-74.535298;Catalogo SIMMA
Deslizamiento;22/02/1999;CAPARRAPÍ;5.345449;-74.484074;Catalogo SIMMA
Deslizamiento;22/02/1999;CAPARRAPÍ;5.351306;-74.494714;Catalogo SIMMA
Deslizamiento;22/02/1999;QUIPILE;4.750045;-74.537922;Catalogo SIMMA
Deslizamiento;6/07/1998;CÁQUEZA;4.4025;-73.9425;Catalogo SIMMA
Deslizamiento;6/07/1998;CÁQUEZA;4.410833;-73.953889;Catalogo SIMMA
Caida;1/06/1998;CHOACHÍ;4.532728;-73.92491;Catalogo SIMMA
Deslizamiento;28/05/1998;GUAYABETAL;4.217243;-73.817779;Catalogo SIMMA
Deslizamiento;12/05/1998;ARBELÁEZ;4.272469;-74.41835;Catalogo SIMMA
Deslizamiento;12/05/1998;ARBELÁEZ;4.274246;-74.417996;Catalogo SIMMA
Deslizamiento;12/05/1998;ZIPAQUIRÁ;5.026708;-73.996073;Catalogo SIMMA
Deslizamiento;12/05/1998;ZIPAQUIRÁ;5.027383;-73.994053;Catalogo SIMMA
Deslizamiento;26/04/1998;QUETAME;4.328541;-73.869786;Catalogo SIMMA
Deslizamiento;22/04/1998;QUETAME;4.332297;-73.869037;Catalogo SIMMA
Deslizamiento;14/07/1997;CÁQUEZA;4.392416;-73.934565;Catalogo SIMMA
Deslizamiento;3/09/1996;GACHALÁ;4.699195;-73.519549;Catalogo SIMMA
Deslizamiento;20/07/1996;CÁQUEZA;4.396667;-73.981111;Catalogo SIMMA
Deslizamiento;18/07/1996;CAPARRAPÍ;5.340916;-74.487793;Catalogo SIMMA
Deslizamiento;1/06/1996;LA PEÑA;5.203271;-74.396705;Catalogo SIMMA
Deslizamiento;1/06/1996;VILLETA;5.010128;-74.474232;Catalogo SIMMA
Deslizamiento;17/05/1996;LA PALMA;5.363234;-74.388404;Catalogo SIMMA
Deslizamiento;10/05/1996;QUETAME;4.331169;-73.863424;Catalogo SIMMA
Deslizamiento;17/10/1995;LA PEÑA;5.198029;-74.394959;Catalogo SIMMA
Deslizamiento;8/11/1994;VILLETA;5.014177;-74.480969;Catalogo SIMMA
Deslizamiento;8/11/1994;CHOCONTÁ;5.180834;-73.706719;Catalogo SIMMA
Deslizamiento;29/10/1994;CACHIPAY;4.733417;-74.438923;Catalogo SIMMA
Deslizamiento;20/05/1994;ÚTICA;5.189252;-74.484132;Catalogo SIMMA
Deslizamiento;20/05/1994;FOSCA;4.340909;-73.941905;Catalogo SIMMA
Deslizamiento;20/05/1994;GUAYABAL DE SÍQUIMA;4.881496;-74.470955;Catalogo SIMMA
Deslizamiento;20/05/1994;GUTIÉRREZ;4.261525;-74.006464;Catalogo SIMMA
Deslizamiento;20/05/1994;YACOPÍ;5.469829;-74.347282;Catalogo SIMMA
Deslizamiento;20/05/1994;VILLAGÓMEZ;5.276488;-74.198677;Catalogo SIMMA
Deslizamiento;20/05/1994;EL PEÑÓN;5.254986;-74.287735;Catalogo SIMMA
Deslizamiento;20/05/1994;TOPAIPÍ;5.336978;-74.287113;Catalogo SIMMA
Deslizamiento;20/05/1994;SASAIMA;4.964264;-74.43404;Catalogo SIMMA
Deslizamiento;20/05/1994;SAN FRANCISCO;4.977285;-74.288186;Catalogo SIMMA
Deslizamiento;20/05/1994;LA VEGA;4.997764;-74.335936;Catalogo SIMMA
Deslizamiento;20/05/1994;LA PEÑA;5.202396;-74.399319;Catalogo SIMMA
Deslizamiento;15/05/1994;GUAYABETAL;4.219209;-73.818268;Catalogo SIMMA
Deslizamiento;6/05/1994;AGUA DE DIOS;4.382812;-74.664378;Catalogo SIMMA
Deslizamiento;1/05/1994;LA PALMA;5.355368;-74.391887;Catalogo SIMMA
Deslizamiento;15/04/1994;SOACHA;4.574573;-74.216865;Catalogo SIMMA
Deslizamiento;13/10/1993;CÁQUEZA;4.414444;-73.9625;Catalogo SIMMA
Deslizamiento;13/10/1993;CÁQUEZA;4.401667;-73.938056;Catalogo SIMMA
Deslizamiento;13/10/1993;CÁQUEZA;4.426339;-73.985608;Catalogo SIMMA
Deslizamiento;8/04/1993;NARIÑO;4.403011;-74.832204;Catalogo SIMMA
Deslizamiento;1/01/1992;TENA;4.655556;-74.389722;Catalogo SIMMA
Deslizamiento;21/12/1991;LA MESA;4.635172;-74.455595;Catalogo SIMMA
Deslizamiento;11/09/1991;GUAYABETAL;4.217732;-73.810925;Catalogo SIMMA
Caida;18/08/1991;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;18/08/1991;QUETAME;4.331545;-73.864921;Catalogo SIMMA
Deslizamiento;18/08/1991;CÁQUEZA;4.404722;-73.931667;Catalogo SIMMA
Deslizamiento;15/08/1991;QUETAME;4.33793;-73.861551;Catalogo SIMMA
Deslizamiento;9/08/1991;GUAYABETAL;4.215279;-73.825612;Catalogo SIMMA
Deslizamiento;4/08/1991;QUETAME;4.336053;-73.864919;Catalogo SIMMA
Deslizamiento;3/08/1991;GIRARDOT;4.316338;-74.792166;Catalogo SIMMA
Deslizamiento;8/04/1991;CÁQUEZA;4.41;-73.958333;Catalogo SIMMA
Deslizamiento;8/04/1991;CÁQUEZA;4.3525;-73.883056;Catalogo SIMMA
Deslizamiento;8/04/1991;CÁQUEZA;4.40827;-73.950353;Catalogo SIMMA
Deslizamiento;7/03/1991;EL COLEGIO;4.583049;-74.445777;Catalogo SIMMA
Deslizamiento;7/03/1991;SIBATÉ;4.491787;-74.26362;Catalogo SIMMA
Deslizamiento;7/03/1991;GUAYABETAL;4.254151;-73.834706;Catalogo SIMMA
Deslizamiento;7/03/1991;CÁQUEZA;4.406944;-73.924167;Catalogo SIMMA
Deslizamiento;7/03/1991;CÁQUEZA;4.403333;-73.947222;Catalogo SIMMA
Deslizamiento;7/03/1991;CÁQUEZA;4.406427;-73.951088;Catalogo SIMMA
Deslizamiento;17/05/1990;VILLETA;5.018903;-74.482993;Catalogo SIMMA
Deslizamiento;17/05/1990;UBALÁ;4.751801;-73.538098;Catalogo SIMMA
Deslizamiento;17/05/1990;GUADUAS;5.076884;-74.606266;Catalogo SIMMA
Deslizamiento;17/05/1990;CHOACHÍ;4.531276;-73.925737;Catalogo SIMMA
Deslizamiento;17/05/1990;NIMAIMA;5.128863;-74.388204;Catalogo SIMMA
Deslizamiento;17/05/1990;SAN CAYETANO;5.301798;-74.071194;Catalogo SIMMA
Deslizamiento;13/09/1989;ÚTICA;5.196008;-74.480768;Catalogo SIMMA
Deslizamiento;26/08/1989;CÁQUEZA;4.410278;-73.950833;Catalogo SIMMA
Deslizamiento;26/08/1989;CÁQUEZA;4.409722;-73.9525;Catalogo SIMMA
Deslizamiento;13/07/1989;LA MESA;4.639102;-74.458536;Catalogo SIMMA
Deslizamiento;13/07/1989;LA PEÑA;5.225991;-74.392358;Catalogo SIMMA
Deslizamiento;13/07/1989;PACHO;5.138169;-74.161322;Catalogo SIMMA
Deslizamiento;13/07/1989;TOPAIPÍ;5.330218;-74.303956;Catalogo SIMMA
Deslizamiento;13/07/1989;SAN ANTONIO DE TEQUENDAMA;4.621086;-74.354629;Catalogo SIMMA
Deslizamiento;13/07/1989;SAN CAYETANO;5.305555;-74.070444;Catalogo SIMMA
Deslizamiento;13/07/1989;SUPATÁ;5.063917;-74.237446;Catalogo SIMMA
Deslizamiento;13/07/1989;YACOPÍ;5.461726;-74.343908;Catalogo SIMMA
Deslizamiento;13/07/1989;VIOTÁ;4.446074;-74.52011;Catalogo SIMMA
Deslizamiento;13/07/1989;VILLETA;5.013503;-74.478275;Catalogo SIMMA
Deslizamiento;13/07/1989;EL PEÑÓN;5.295081;-74.29291;Catalogo SIMMA
Deslizamiento;13/07/1989;EL COLEGIO;4.582634;-74.445777;Catalogo SIMMA
Deslizamiento;13/07/1989;ANAPOIMA;4.565975;-74.532316;Catalogo SIMMA
Deslizamiento;13/07/1989;QUIPILE;4.745918;-74.53118;Catalogo SIMMA
Deslizamiento;4/06/1989;CHÍA;4.866724;-74.058397;Catalogo SIMMA
Deslizamiento;4/06/1989;GUADUAS;5.073361;-74.603575;Catalogo SIMMA
Deslizamiento;4/06/1989;LA CALERA;4.723903;-73.971565;Catalogo SIMMA
Deslizamiento;4/06/1989;LA MESA;4.637134;-74.461964;Catalogo SIMMA
Deslizamiento;4/06/1989;LA VEGA;4.997107;-74.339203;Catalogo SIMMA
Deslizamiento;4/06/1989;PACHO;5.131926;-74.161944;Catalogo SIMMA
Deslizamiento;4/06/1989;QUIPILE;4.750801;-74.531557;Catalogo SIMMA
Deslizamiento;4/06/1989;SAN FRANCISCO;4.975281;-74.291515;Catalogo SIMMA
Deslizamiento;4/06/1989;SASAIMA;4.969966;-74.428929;Catalogo SIMMA
Deslizamiento;4/06/1989;VILLETA;5.018908;-74.474238;Catalogo SIMMA
