Tipo de movimiento;Fecha evento;Municipio;Latitud (°);Longitud (°);Fuente
Caida;30/11/2011;CÁQUEZA;4.397222;-73.946944;Inventario SIMMA
Caida;30/11/2011;CÁQUEZA;4.401389;-73.945556;Inventario SIMMA
Caida;30/11/2011;CÁQUEZA;4.400833;-73.945556;Inventario SIMMA
Caida;30/11/2011;CÁQUEZA;4.395;-73.945556;Inventario SIMMA
Caida;30/11/2011;CÁQUEZA;4.400278;-73.946111;Inventario SIMMA
Caida;29/11/2011;CÁQUEZA;4.396944;-73.945278;Inventario SIMMA
Caida;29/11/2011;CÁQUEZA;4.398889;-73.945556;Inventario SIMMA
Caida;29/11/2011;CÁQUEZA;4.398611;-73.941667;Inventario SIMMA
Deslizamiento;7/11/2011;PASCA;4.303333;-74.326389;Inventario SIMMA
Flujo;24/10/2011;NEMOCÓN;5.066944;-73.885556;Inventario SIMMA
Flujo;24/10/2011;GACHETÁ;4.8;-73.611944;Inventario SIMMA
Deslizamiento;13/10/2011;SAN JUAN DE RIOSECO;4.846177;-74.624682;Inventario SIMMA
Caida;4/10/2011;PASCA;4.297366;-74.274092;Inventario SIMMA
Flujo;23/08/2011;NEMOCÓN;5.066111;-73.8775;Inventario SIMMA
Deslizamiento;15/07/2011;TAUSA;5.180556;-74.009167;Inventario SIMMA
Deslizamiento;8/07/2011;SAN CAYETANO;5.379722;-74.083056;Inventario SIMMA
Deslizamiento;1/07/2011;QUEBRADANEGRA;5.121111;-74.518889;Inventario SIMMA
Deslizamiento;1/07/2011;QUEBRADANEGRA;5.122222;-74.494722;Inventario SIMMA
Caida;25/06/2011;LENGUAZAQUE;5.308611;-73.7175;Inventario SIMMA
Caida;24/06/2011;LENGUAZAQUE;5.296111;-73.7025;Inventario SIMMA
Deslizamiento;16/06/2011;QUEBRADANEGRA;5.081111;-74.455556;Inventario SIMMA
Flujo;4/06/2011;APULO;4.608611;-74.591667;Inventario SIMMA
Deslizamiento;1/06/2011;APULO;4.5025;-74.5575;Inventario SIMMA
Flujo;1/06/2011;TAUSA;5.228333;-74.046667;Inventario SIMMA
Caida;1/06/2011;APULO;4.496667;-74.55;Inventario SIMMA
Flujo;1/06/2011;APULO;4.501667;-74.578889;Inventario SIMMA
Caida;19/05/2011;CÁQUEZA;4.407222;-73.952222;Inventario SIMMA
Flujo;14/05/2011;LENGUAZAQUE;5.308889;-73.720556;Inventario SIMMA
Deslizamiento;1/05/2011;APULO;4.498333;-74.5525;Inventario SIMMA
Caida;30/04/2011;CAPARRAPÍ;5.354167;-74.493056;Inventario SIMMA
Flujo;30/04/2011;CAPARRAPÍ;5.251389;-74.538611;Inventario SIMMA
Deslizamiento;28/04/2011;CAPARRAPÍ;5.421389;-74.478889;Inventario SIMMA
Caida;20/04/2011;CAPARRAPÍ;5.22;-74.578056;Inventario SIMMA
Flujo;20/04/2011;CAPARRAPÍ;5.225833;-74.578056;Inventario SIMMA
Flujo;15/04/2011;CAPARRAPÍ;5.232222;-74.577778;Inventario SIMMA
Caida;15/04/2011;CAPARRAPÍ;5.263333;-74.568889;Inventario SIMMA
Flujo;15/04/2011;CAPARRAPÍ;5.438056;-74.492778;Inventario SIMMA
Deslizamiento;7/04/2011;TAUSA;5.199167;-73.948333;Inventario SIMMA
Deslizamiento;1/04/2011;LA CALERA;4.721944;-73.952222;Inventario SIMMA
Deslizamiento;14/03/2011;CAPARRAPÍ;5.248333;-74.520556;Inventario SIMMA
Deslizamiento;1/02/2011;TAUSA;5.136944;-73.904722;Inventario SIMMA
Volcamiento;10/01/2011;SAN JUAN DE RIOSECO;4.835833;-74.640833;Inventario SIMMA
Flujo;17/11/2010;CAPARRAPÍ;5.427222;-74.47;Inventario SIMMA
Deslizamiento;10/11/2010;GUADUAS;5.068889;-74.577778;Inventario SIMMA
Deslizamiento;2/11/2010;LA MESA;4.647222;-74.448056;Inventario SIMMA
Deslizamiento;28/09/2010;SAN JUAN DE RIOSECO;4.815677;-74.643754;Inventario SIMMA
Deslizamiento;15/08/2010;VILLETA;5.014722;-74.470833;Inventario SIMMA
Deslizamiento;13/08/2010;VIANÍ;4.814444;-74.570833;Inventario SIMMA
Deslizamiento;9/08/2010;SAN JUAN DE RIOSECO;4.771957;-74.678581;Inventario SIMMA
Caida;4/08/2010;SAN JUAN DE RIOSECO;4.906944;-74.713333;Inventario SIMMA
Deslizamiento;1/07/2010;SAN JUAN DE RIOSECO;4.843889;-74.6225;Inventario SIMMA
Deslizamiento;1/07/2010;SAN JUAN DE RIOSECO;4.855556;-74.640278;Inventario SIMMA
Deslizamiento;21/06/2010;BOGOTÁ, D.C.;4.191337;-74.148972;Inventario SIMMA
Deslizamiento;6/06/2010;BOGOTÁ, D.C.;4.598889;-74.080833;Inventario SIMMA
Deslizamiento;6/06/2010;ANOLAIMA;4.765;-74.468889;Inventario SIMMA
Deslizamiento;6/06/2010;ALBÁN;4.879444;-74.440278;Inventario SIMMA
Deslizamiento;6/06/2010;JUNÍN;4.791667;-73.663889;Inventario SIMMA
Deslizamiento;6/06/2010;QUIPILE;4.746667;-74.537222;Inventario SIMMA
Deslizamiento;6/06/2010;UBALÁ;4.746667;-73.538333;Inventario SIMMA
Deslizamiento;6/06/2010;TENA;4.659167;-74.391111;Inventario SIMMA
Deslizamiento;6/06/2010;SAN CAYETANO;5.304722;-74.073056;Inventario SIMMA
Deslizamiento;6/06/2010;ÚTICA;5.195833;-74.484167;Inventario SIMMA
Deslizamiento;6/06/2010;NOCAIMA;5.071944;-74.380833;Inventario SIMMA
Deslizamiento;6/06/2010;ARBELÁEZ;4.276944;-74.409722;Inventario SIMMA
Deslizamiento;6/06/2010;VIOTÁ;4.441944;-74.525833;Inventario SIMMA
Deslizamiento;6/06/2010;PANDI;4.194444;-74.497222;Inventario SIMMA
Deslizamiento;6/06/2010;GUAYABAL DE SÍQUIMA;4.881667;-74.469444;Inventario SIMMA
Deslizamiento;6/06/2010;SAN BERNARDO;4.183611;-74.408611;Inventario SIMMA
Deslizamiento;6/06/2010;SILVANIA;4.405833;-74.39;Inventario SIMMA
Deslizamiento;1/06/2010;MEDINA;4.598747;-73.306772;Inventario SIMMA
Deslizamiento;1/06/2010;LA VEGA;4.976111;-74.333056;Inventario SIMMA
Caida;1/06/2010;VENECIA;4.099351;-74.463545;Inventario SIMMA
Deslizamiento;1/06/2010;GUAYABAL DE SÍQUIMA;4.879722;-74.466111;Inventario SIMMA
Caida;1/06/2010;MEDINA;4.399447;-73.416999;Inventario SIMMA
Caida;1/06/2010;BOGOTÁ, D.C.;4.147094;-74.16384;Inventario SIMMA
Deslizamiento;1/04/2010;FUSAGASUGÁ;4.310556;-74.386389;Inventario SIMMA
Flujo;11/11/2009;MEDINA;4.367936;-73.503581;Inventario SIMMA
Deslizamiento;30/10/2009;SAN JUAN DE RIOSECO;4.888889;-74.646944;Inventario SIMMA
Caida;1/10/2009;MEDINA;4.576947;-73.34767;Inventario SIMMA
Deslizamiento;1/10/2009;MEDINA;4.327934;-73.420863;Inventario SIMMA
Caida;1/10/2009;PARATEBUENO;4.479926;-73.190715;Inventario SIMMA
Deslizamiento;1/10/2009;MEDINA;4.581224;-73.344914;Inventario SIMMA
Deslizamiento;19/09/2009;CÁQUEZA;4.402772;-73.944758;Inventario SIMMA
Flujo;15/09/2009;BOGOTÁ, D.C.;4.582253;-74.095736;Inventario SIMMA
Caida;15/09/2009;BOGOTÁ, D.C.;4.592344;-74.13355;Inventario SIMMA
Caida;15/09/2009;BOGOTÁ, D.C.;4.569528;-74.129331;Inventario SIMMA
Deslizamiento;15/09/2009;BOGOTÁ, D.C.;4.541575;-74.132022;Inventario SIMMA
Deslizamiento;15/09/2009;BOGOTÁ, D.C.;4.590661;-74.134236;Inventario SIMMA
Deslizamiento;15/09/2009;BOGOTÁ, D.C.;4.588853;-74.134811;Inventario SIMMA
Volcamiento;10/09/2009;BOGOTÁ, D.C.;4.551975;-74.11265;Inventario SIMMA
Volcamiento;10/09/2009;BOGOTÁ, D.C.;4.575478;-74.128322;Inventario SIMMA
Flujo;10/09/2009;BOGOTÁ, D.C.;4.579475;-74.130306;Inventario SIMMA
Flujo;10/09/2009;BOGOTÁ, D.C.;4.5442;-74.096222;Inventario SIMMA
Flujo;10/09/2009;BOGOTÁ, D.C.;4.576519;-74.129042;Inventario SIMMA
Flujo;10/09/2009;BOGOTÁ, D.C.;4.580289;-74.130414;Inventario SIMMA
Deslizamiento;10/09/2009;BOGOTÁ, D.C.;4.585244;-74.132739;Inventario SIMMA
Flujo;24/07/2009;TENA;4.651069;-74.384356;Inventario SIMMA
Flujo;24/07/2009;SAN ANTONIO DE TEQUENDAMA;4.60795;-74.347839;Inventario SIMMA
Flujo;24/07/2009;TENA;4.651972;-74.384356;Inventario SIMMA
Flujo;23/07/2009;SILVANIA;4.406275;-74.382678;Inventario SIMMA
Flujo;21/07/2009;CHIPAQUE;4.440247;-74.039186;Inventario SIMMA
Flujo;21/07/2009;CHOACHÍ;4.528403;-73.919786;Inventario SIMMA
Flujo;21/07/2009;CHOACHÍ;4.53745;-73.951322;Inventario SIMMA
Flujo;16/07/2009;VENECIA;4.089722;-74.487244;Inventario SIMMA
Flujo;16/07/2009;QUETAME;4.327178;-73.857894;Inventario SIMMA
Flujo;16/07/2009;CÁQUEZA;4.404064;-73.942336;Inventario SIMMA
Volcamiento;15/07/2009;GACHANCIPÁ;4.987319;-73.867831;Inventario SIMMA
Flujo;15/07/2009;TOCANCIPÁ;4.935336;-73.910675;Inventario SIMMA
Flujo;14/07/2009;SOPÓ;4.905953;-73.935475;Inventario SIMMA
Flujo;13/07/2009;GACHALÁ;4.688708;-73.518675;Inventario SIMMA
Flujo;13/07/2009;UBALÁ;4.745231;-73.527642;Inventario SIMMA
Flujo;13/07/2009;GACHALÁ;4.690964;-73.514167;Inventario SIMMA
Flujo;10/07/2009;GAMA;4.758856;-73.606503;Inventario SIMMA
Volcamiento;10/07/2009;UBALÁ;4.745231;-73.527642;Inventario SIMMA
Volcamiento;9/07/2009;MEDINA;4.484833;-73.356656;Inventario SIMMA
Flujo;9/07/2009;MEDINA;4.342775;-73.453631;Inventario SIMMA
Flujo;9/07/2009;CABRERA;3.985733;-74.478189;Inventario SIMMA
Flujo;9/07/2009;VIOTÁ;4.4356;-74.516708;Inventario SIMMA
Volcamiento;9/07/2009;GUADUAS;5.064017;-74.5915;Inventario SIMMA
Flujo;8/07/2009;EL COLEGIO;4.580328;-74.440197;Inventario SIMMA
Flujo;8/07/2009;SAN ANTONIO DE TEQUENDAMA;4.612019;-74.346714;Inventario SIMMA
Flujo;8/07/2009;VIOTÁ;4.4356;-74.516708;Inventario SIMMA
Flujo;8/07/2009;TENA;4.627811;-74.42355;Inventario SIMMA
Flujo;7/07/2009;LA PEÑA;5.193006;-74.388661;Inventario SIMMA
Flujo;7/07/2009;NOCAIMA;5.066414;-74.372819;Inventario SIMMA
Flujo;7/07/2009;TENA;4.627817;-74.413186;Inventario SIMMA
Flujo;7/07/2009;TENA;4.654053;-74.386158;Inventario SIMMA
Flujo;7/07/2009;CACHIPAY;4.727278;-74.433511;Inventario SIMMA
Flujo;7/07/2009;SAN FRANCISCO;4.997497;-74.283744;Inventario SIMMA
Flujo;6/07/2009;FUSAGASUGÁ;4.338464;-74.35675;Inventario SIMMA
Flujo;6/07/2009;SILVANIA;4.406275;-74.382678;Inventario SIMMA
Flujo;6/07/2009;SILVANIA;4.392733;-74.322986;Inventario SIMMA
Flujo;6/07/2009;SILVANIA;4.397256;-74.318481;Inventario SIMMA
Deslizamiento;5/07/2009;VILLETA;5.011881;-74.471325;Inventario SIMMA
Deslizamiento;10/06/2009;VILLETA;5.007778;-74.466944;Inventario SIMMA
Deslizamiento;6/06/2009;BOGOTÁ, D.C.;4.598889;-74.080833;Inventario SIMMA
Deslizamiento;6/06/2009;EL PEÑÓN;5.251111;-74.293611;Inventario SIMMA
Caida;1/06/2009;MEDINA;4.40611;-73.334978;Inventario SIMMA
Caida;1/06/2009;MEDINA;4.584667;-73.382246;Inventario SIMMA
Flujo;20/05/2009;CHIPAQUE;4.430117;-74.010625;Inventario SIMMA
Flujo;20/05/2009;BOGOTÁ, D.C.;4.569528;-74.129331;Inventario SIMMA
Deslizamiento;29/04/2009;GUADUAS;5.152222;-74.650278;Inventario SIMMA
Deslizamiento;1/01/2009;CHAGUANÍ;4.951447;-74.577889;Inventario SIMMA
Flujo;4/12/2008;SASAIMA;4.984722;-74.415278;Inventario SIMMA
Flujo;1/12/2008;EL COLEGIO;4.578067;-74.437944;Inventario SIMMA
Deslizamiento;1/12/2008;ANOLAIMA;4.757844;-74.461714;Inventario SIMMA
Deslizamiento;1/12/2008;ANOLAIMA;4.750483;-74.480069;Inventario SIMMA
Deslizamiento;1/12/2008;ANOLAIMA;4.795119;-74.477806;Inventario SIMMA
Deslizamiento;1/12/2008;LA MESA;4.698811;-74.433481;Inventario SIMMA
Deslizamiento;1/12/2008;LA MESA;4.606286;-74.445878;Inventario SIMMA
Deslizamiento;1/12/2008;LA MESA;4.625117;-74.459614;Inventario SIMMA
Deslizamiento;1/12/2008;TENA;4.651275;-74.365564;Inventario SIMMA
Deslizamiento;1/12/2008;TENA;4.622806;-74.431386;Inventario SIMMA
Flujo;1/12/2008;TENA;4.65265;-74.384556;Inventario SIMMA
Flujo;1/12/2008;TENA;4.633672;-74.420389;Inventario SIMMA
Flujo;28/11/2008;GUADUAS;5.126089;-74.593411;Inventario SIMMA
Flujo;28/11/2008;GUADUAS;5.12705;-74.601078;Inventario SIMMA
Flujo;28/11/2008;GUADUAS;5.122181;-74.594986;Inventario SIMMA
Deslizamiento;1/11/2008;CAPARRAPÍ;5.347444;-74.586317;Inventario SIMMA
Caida;1/10/2008;MEDINA;4.387375;-73.492989;Inventario SIMMA
Caida;1/10/2008;MEDINA;4.573194;-73.330605;Inventario SIMMA
Deslizamiento;1/10/2008;MEDINA;4.4505;-73.265463;Inventario SIMMA
Deslizamiento;1/08/2008;CABRERA;3.985628;-74.488772;Inventario SIMMA
Flujo;1/07/2008;FUSAGASUGÁ;4.290522;-74.388261;Inventario SIMMA
Flujo;19/06/2008;GUAYABAL DE SÍQUIMA;4.861453;-74.464475;Inventario SIMMA
Deslizamiento;1/06/2008;LA VEGA;4.945278;-74.314444;Inventario SIMMA
Deslizamiento;1/06/2008;PARATEBUENO;4.352714;-73.382689;Inventario SIMMA
Flujo;25/05/2008;FÓMEQUE;4.447736;-73.849939;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.329975;-73.870333;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.354678;-73.856436;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.3282;-73.861814;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.327983;-73.861183;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.327386;-73.859894;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.329831;-73.869056;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.329822;-73.870361;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.33;-73.867433;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.331069;-73.866369;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.334197;-73.865361;Inventario SIMMA
Volcamiento;25/05/2008;QUETAME;4.334153;-73.864911;Inventario SIMMA
Deslizamiento;25/05/2008;QUETAME;4.291344;-73.848042;Inventario SIMMA
Flujo;25/05/2008;QUETAME;4.331475;-73.865839;Inventario SIMMA
Flujo;25/05/2008;QUETAME;4.332594;-73.864208;Inventario SIMMA
Flujo;25/05/2008;QUETAME;4.332406;-73.863297;Inventario SIMMA
Flujo;25/05/2008;QUETAME;4.375433;-73.808447;Inventario SIMMA
Flujo;25/05/2008;QUETAME;4.373597;-73.809917;Inventario SIMMA
Deslizamiento;1/04/2008;BOGOTÁ, D.C.;4.739119;-74.019789;Inventario SIMMA
Flujo;27/12/2007;FUSAGASUGÁ;4.387872;-74.343178;Inventario SIMMA
Flujo;27/12/2007;FUSAGASUGÁ;4.388622;-74.344278;Inventario SIMMA
Flujo;27/12/2007;FUSAGASUGÁ;4.291219;-74.391083;Inventario SIMMA
Flujo;27/12/2007;FUSAGASUGÁ;4.3031;-74.375675;Inventario SIMMA
Flujo;1/12/2007;FUSAGASUGÁ;4.290522;-74.388261;Inventario SIMMA
Flujo;28/11/2007;GUADUAS;5.122175;-74.602058;Inventario SIMMA
Flujo;28/11/2007;GUADUAS;5.126089;-74.593411;Inventario SIMMA
Volcamiento;28/11/2007;GUADUAS;5.12705;-74.601078;Inventario SIMMA
Caida;1/06/2007;CABRERA;3.996192;-74.392503;Inventario SIMMA
Deslizamiento;1/06/2007;SAN BERNARDO;4.173607;-74.405307;Inventario SIMMA
Flujo;12/03/2007;GACHETÁ;4.824247;-73.64205;Inventario SIMMA
Flujo;6/10/2006;LENGUAZAQUE;5.33195;-73.724594;Inventario SIMMA
Flujo;6/10/2006;CUCUNUBÁ;5.234592;-73.823067;Inventario SIMMA
Flujo;6/10/2006;LENGUAZAQUE;5.293556;-73.667406;Inventario SIMMA
Deslizamiento;1/08/2006;YACOPÍ;5.552044;-74.295883;Inventario SIMMA
Caida;1/07/2006;QUEBRADANEGRA;5.131917;-74.501389;Inventario SIMMA
Flujo;15/06/2006;ÚTICA;5.172389;-74.477417;Inventario SIMMA
Deslizamiento;1/06/2006;MEDINA;4.370175;-73.502772;Inventario SIMMA
Deslizamiento;4/05/2006;YACOPÍ;5.560183;-74.296336;Inventario SIMMA
Caida;29/03/2006;ÚTICA;5.145203;-74.495944;Inventario SIMMA
Deslizamiento;27/03/2006;QUEBRADANEGRA;5.109167;-74.505;Inventario SIMMA
Flujo;27/03/2006;QUEBRADANEGRA;5.106278;-74.526639;Inventario SIMMA
Flujo;24/03/2006;QUEBRADANEGRA;5.118944;-74.509547;Inventario SIMMA
Flujo;24/03/2006;QUEBRADANEGRA;5.093;-74.523167;Inventario SIMMA
Deslizamiento;27/02/2006;QUEBRADANEGRA;5.109472;-74.525278;Inventario SIMMA
Deslizamiento;27/02/2006;QUEBRADANEGRA;5.109944;-74.525778;Inventario SIMMA
Deslizamiento;2/01/2006;QUEBRADANEGRA;5.080556;-74.512778;Inventario SIMMA
Flujo;30/12/2005;APULO;4.610267;-74.588592;Inventario SIMMA
Deslizamiento;24/07/2005;QUEBRADANEGRA;5.084472;-74.516861;Inventario SIMMA
Deslizamiento;24/07/2005;QUEBRADANEGRA;5.084667;-74.517111;Inventario SIMMA
Caida;23/07/2005;ÚTICA;5.185333;-74.485417;Inventario SIMMA
Caida;23/07/2005;ÚTICA;5.182639;-74.48675;Inventario SIMMA
Flujo;23/07/2005;ÚTICA;5.187667;-74.484889;Inventario SIMMA
Flujo;23/07/2005;ÚTICA;5.176444;-74.487056;Inventario SIMMA
Flujo;23/07/2005;ÚTICA;5.174889;-74.487056;Inventario SIMMA
Flujo;22/07/2005;ÚTICA;5.154472;-74.491306;Inventario SIMMA
Flujo;22/07/2005;ÚTICA;5.154972;-74.491639;Inventario SIMMA
Caida;22/07/2005;ÚTICA;5.153889;-74.493611;Inventario SIMMA
Caida;22/07/2005;ÚTICA;5.165167;-74.490861;Inventario SIMMA
Caida;22/07/2005;ÚTICA;5.163333;-74.491472;Inventario SIMMA
Deslizamiento;22/07/2005;ÚTICA;5.144722;-74.488611;Inventario SIMMA
Flujo;22/07/2005;ÚTICA;5.152778;-74.493056;Inventario SIMMA
Flujo;22/07/2005;ÚTICA;5.164972;-74.490028;Inventario SIMMA
Flujo;17/07/2005;QUEBRADANEGRA;5.088472;-74.515;Inventario SIMMA
Flujo;17/07/2005;QUEBRADANEGRA;5.088639;-74.515972;Inventario SIMMA
Deslizamiento;3/07/2005;ÚTICA;5.139722;-74.4975;Inventario SIMMA
Flujo;3/07/2005;QUEBRADANEGRA;5.132389;-74.502556;Inventario SIMMA
Flujo;3/07/2005;QUEBRADANEGRA;5.130583;-74.503167;Inventario SIMMA
Flujo;3/07/2005;QUEBRADANEGRA;5.134722;-74.498889;Inventario SIMMA
Deslizamiento;3/07/2005;ÚTICA;5.145;-74.495833;Inventario SIMMA
Flujo;3/07/2005;ÚTICA;5.150278;-74.493056;Inventario SIMMA
Flujo;3/07/2005;ÚTICA;5.145;-74.495833;Inventario SIMMA
Flujo;3/07/2005;ÚTICA;5.1425;-74.497222;Inventario SIMMA
Flujo;3/07/2005;ÚTICA;5.140278;-74.4975;Inventario SIMMA
Flujo;2/07/2005;QUEBRADANEGRA;5.129806;-74.506694;Inventario SIMMA
Flujo;2/07/2005;QUEBRADANEGRA;5.13025;-74.506861;Inventario SIMMA
Flujo;2/07/2005;ÚTICA;5.15625;-74.501639;Inventario SIMMA
Flujo;2/07/2005;ÚTICA;5.158833;-74.506389;Inventario SIMMA
Flujo;2/07/2005;QUEBRADANEGRA;5.130528;-74.501639;Inventario SIMMA
Flujo;2/07/2005;QUEBRADANEGRA;5.13025;-74.508139;Inventario SIMMA
Flujo;2/07/2005;QUEBRADANEGRA;5.129528;-74.506944;Inventario SIMMA
Flujo;1/07/2005;QUEBRADANEGRA;5.128333;-74.506306;Inventario SIMMA
Flujo;1/07/2005;QUEBRADANEGRA;5.127722;-74.509583;Inventario SIMMA
Deslizamiento;1/07/2005;QUEBRADANEGRA;5.128333;-74.509583;Inventario SIMMA
Deslizamiento;1/07/2005;QUEBRADANEGRA;5.130472;-74.513833;Inventario SIMMA
Caida;1/07/2005;ÚTICA;5.143333;-74.499167;Inventario SIMMA
Caida;1/07/2005;QUEBRADANEGRA;5.125556;-74.511361;Inventario SIMMA
Flujo;1/07/2005;QUEBRADANEGRA;5.130139;-74.519;Inventario SIMMA
Deslizamiento;1/07/2005;ÚTICA;5.135278;-74.503611;Inventario SIMMA
Deslizamiento;1/07/2005;ÚTICA;5.138056;-74.501667;Inventario SIMMA
Deslizamiento;27/06/2005;QUEBRADANEGRA;5.077639;-74.498778;Inventario SIMMA
Flujo;27/06/2005;QUEBRADANEGRA;5.122111;-74.493361;Inventario SIMMA
Deslizamiento;19/06/2005;QUEBRADANEGRA;5.133167;-74.501194;Inventario SIMMA
Flujo;19/06/2005;QUEBRADANEGRA;5.125778;-74.518944;Inventario SIMMA
Flujo;19/06/2005;QUEBRADANEGRA;5.129389;-74.520139;Inventario SIMMA
Flujo;19/06/2005;QUEBRADANEGRA;5.129556;-74.520694;Inventario SIMMA
Flujo;19/06/2005;QUEBRADANEGRA;5.130139;-74.520139;Inventario SIMMA
Caida;19/06/2005;QUEBRADANEGRA;5.121528;-74.533111;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.103417;-74.512806;Inventario SIMMA
Deslizamiento;18/06/2005;QUEBRADANEGRA;5.131694;-74.502806;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.118444;-74.52425;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.117444;-74.525722;Inventario SIMMA
Deslizamiento;18/06/2005;GUADUAS;5.103889;-74.579333;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.103972;-74.512611;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.102722;-74.513417;Inventario SIMMA
Deslizamiento;18/06/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Caida;18/06/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;18/06/2005;QUEBRADANEGRA;5.103111;-74.513028;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.089361;-74.515861;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.088278;-74.515306;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.099139;-74.511694;Inventario SIMMA
Deslizamiento;17/06/2005;QUEBRADANEGRA;5.103389;-74.508583;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.101972;-74.509806;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.101972;-74.509806;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.101639;-74.510167;Inventario SIMMA
Flujo;17/06/2005;QUEBRADANEGRA;5.101028;-74.510861;Inventario SIMMA
Caida;10/06/2005;QUEBRADANEGRA;5.107194;-74.487444;Inventario SIMMA
Flujo;10/06/2005;ÚTICA;5.139306;-74.497389;Inventario SIMMA
Flujo;10/06/2005;ÚTICA;5.134472;-74.499083;Inventario SIMMA
Deslizamiento;10/06/2005;QUEBRADANEGRA;5.129361;-74.498778;Inventario SIMMA
Flujo;10/06/2005;QUEBRADANEGRA;5.092583;-74.489372;Inventario SIMMA
Deslizamiento;10/06/2005;QUEBRADANEGRA;5.129806;-74.499694;Inventario SIMMA
Flujo;9/06/2005;QUEBRADANEGRA;5.114639;-74.496444;Inventario SIMMA
Flujo;9/06/2005;QUEBRADANEGRA;5.116944;-74.49975;Inventario SIMMA
Deslizamiento;9/06/2005;QUEBRADANEGRA;5.115306;-74.497028;Inventario SIMMA
Deslizamiento;9/06/2005;QUEBRADANEGRA;5.116361;-74.499333;Inventario SIMMA
Deslizamiento;9/06/2005;QUEBRADANEGRA;5.087;-74.493694;Inventario SIMMA
Deslizamiento;9/06/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;8/06/2005;QUEBRADANEGRA;5.126667;-74.481694;Inventario SIMMA
Flujo;8/06/2005;QUEBRADANEGRA;5.118528;-74.492389;Inventario SIMMA
Flujo;8/06/2005;QUEBRADANEGRA;5.127861;-74.482028;Inventario SIMMA
Caida;8/06/2005;QUEBRADANEGRA;5.11825;-74.491139;Inventario SIMMA
Flujo;8/06/2005;QUEBRADANEGRA;5.118528;-74.492278;Inventario SIMMA
Deslizamiento;8/06/2005;QUEBRADANEGRA;5.092111;-74.498028;Inventario SIMMA
Deslizamiento;8/06/2005;QUEBRADANEGRA;5.092111;-74.499278;Inventario SIMMA
Flujo;8/06/2005;QUEBRADANEGRA;5.121139;-74.493722;Inventario SIMMA
Flujo;7/06/2005;QUEBRADANEGRA;5.112639;-74.493444;Inventario SIMMA
Flujo;7/06/2005;QUEBRADANEGRA;5.126167;-74.501139;Inventario SIMMA
Flujo;7/06/2005;QUEBRADANEGRA;5.078361;-74.498778;Inventario SIMMA
Flujo;7/06/2005;QUEBRADANEGRA;5.079167;-74.498861;Inventario SIMMA
Flujo;7/06/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;7/06/2005;QUEBRADANEGRA;5.082667;-74.497778;Inventario SIMMA
Deslizamiento;7/06/2005;QUEBRADANEGRA;5.137583;-74.496639;Inventario SIMMA
Deslizamiento;7/06/2005;QUEBRADANEGRA;5.122806;-74.494944;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.12725;-74.491861;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.12725;-74.491861;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.124889;-74.491833;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.120806;-74.488889;Inventario SIMMA
Caida;6/06/2005;QUEBRADANEGRA;5.074694;-74.497639;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.073333;-74.498;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.075064;-74.497944;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.076806;-74.498;Inventario SIMMA
Deslizamiento;6/06/2005;QUEBRADANEGRA;5.074694;-74.497639;Inventario SIMMA
Flujo;6/06/2005;QUEBRADANEGRA;5.068167;-74.498;Inventario SIMMA
Flujo;16/05/2005;TENA;4.652697;-74.383006;Inventario SIMMA
